ocean_time,s_rho,lon_rho,lat_rho,dist_mile,salt,abs_salt_diff_052
2019-01-01 00:00:00,-0.96875,-75.55654394899307,39.503452146066486,54.34823215943785,0.503431,0.016568959
2019-01-01 01:00:00,-0.96875,-75.55266705990525,39.510904329459024,54.838169876355856,0.5010367,0.018963277
2019-01-01 02:00:00,-0.96875,-75.55119997827249,39.518143956613955,55.34603843560572,0.5079433,0.012056708
2019-01-01 03:00:00,-0.96875,-75.54733638502073,39.52571983777987,55.84232958279782,0.545497,0.02549702
2019-01-01 04:00:00,-0.96875,-75.54758671306891,39.528056396460165,56.017743651463405,0.56983757,0.04983759
2019-01-01 05:00:00,-0.96875,-75.5468902376685,39.53285062675551,56.34976537100757,0.5231016,0.003101647
2019-01-01 06:00:00,-0.96875,-75.54501227629483,39.53770369233143,56.67875609538825,0.4926729,0.02732709
2019-01-01 07:00:00,-0.96875,-75.54501227629483,39.53770369233143,56.67875609538825,0.5237305,0.0037305355
2019-01-01 08:00:00,-0.96875,-75.54518457332304,39.54002065540174,56.83996200470469,0.47179773,0.048202246
2019-01-01 09:00:00,-0.96875,-75.54214915898628,39.544836892401534,57.1620450256648,0.52335966,0.0033596754
2019-01-01 10:00:00,-0.96875,-75.54021046589138,39.54948330203355,57.47658609565121,0.52850914,0.008509159
2019-01-01 11:00:00,-0.96875,-75.54152724400281,39.55616545438693,57.95805533630733,0.51429605,0.005703926
2019-01-01 12:00:00,-0.96875,-75.54372872550329,39.56060468734208,58.27272330966954,0.5195875,0.00041246414
2019-01-01 13:00:00,-0.96875,-75.5447937848836,39.562840340150665,58.44005593469792,0.5138329,0.006167054
2019-01-01 14:00:00,-0.96875,-75.54372872550329,39.56060468734208,58.27272330966954,0.53910434,0.019104362
2019-01-01 15:00:00,-0.96875,-75.54039141371236,39.55396275711659,57.81925031963709,0.5413849,0.021384895
2019-01-01 16:00:00,-0.96875,-75.54501227629483,39.53770369233143,56.67875609538825,0.5411871,0.021187127
2019-01-01 17:00:00,-0.96875,-75.55090146669895,39.51582669864942,55.17173954717649,0.45503396,0.06496602
2019-01-01 18:00:00,-0.96875,-75.56014818259959,39.494219056982175,53.722923813142586,0.8948823,0.37488234
2019-01-01 19:00:00,-0.96875,-75.56257879717236,39.48598606222611,53.143809330233445,0.40417987,0.11582011
2019-01-01 20:00:00,-0.96875,-75.56257879717236,39.48598606222611,53.143809330233445,0.7182145,0.19821453
2019-01-01 21:00:00,-0.96875,-75.5610641220656,39.49202096975267,53.5731792931669,0.79646516,0.27646518
2019-01-01 22:00:00,-0.96875,-75.55654394899307,39.503452146066486,54.34823215943785,0.6032773,0.083277345
2019-01-01 23:00:00,-0.96875,-75.54912663399548,39.52077636363599,55.50726534974365,0.5481588,0.028158844
2019-01-02 00:00:00,-0.96875,-75.54518457332304,39.54002065540174,56.83996200470469,0.6089566,0.088956594
2019-01-02 01:00:00,-0.96875,-75.54372872550329,39.56060468734208,58.27272330966954,0.52851427,0.008514285
2019-01-02 02:00:00,-0.96875,-75.54988125650517,39.571937139302605,59.11038129813908,0.44922242,0.070777565
2019-01-02 03:00:00,-0.96875,-75.54988125650517,39.571937139302605,59.11038129813908,0.50290173,0.017098248
2019-01-02 04:00:00,-0.96875,-75.54690967488298,39.565108505550555,58.59509620557732,0.45379376,0.06620622
2019-01-02 05:00:00,-0.96875,-75.54214915898628,39.544836892401534,57.1620450256648,0.5905045,0.070504546
2019-01-02 06:00:00,-0.96875,-75.55090146669895,39.51582669864942,55.17173954717649,0.53424424,0.014244258
2019-01-02 07:00:00,-0.96875,-75.56413901113912,39.48041963683643,52.750014670128905,0.5183069,0.0016930699
2019-01-02 08:00:00,-0.96875,-75.56173216025294,39.4643359531311,51.621508789874966,0.5028359,0.017164052
2019-01-02 09:00:00,-0.96875,-75.5641089667183,39.47406234915377,52.30346751928067,0.7400104,0.2200104
2019-01-02 10:00:00,-0.96875,-75.5610641220656,39.49202096975267,53.5731792931669,0.40959778,0.1104022
2019-01-02 11:00:00,-0.96875,-75.55090146669895,39.51582669864942,55.17173954717649,0.4472597,0.07274029
2019-01-02 12:00:00,-0.96875,-75.54310964252714,39.54248020272417,57.002727582366425,0.6556841,0.13568413
2019-01-02 13:00:00,-0.96875,-75.54999284992157,39.569699662156744,58.92593188694961,0.6493797,0.12937969
2019-01-02 14:00:00,-0.96875,-75.55941122839823,39.5863517454669,60.15200122875335,0.5500226,0.030022621
