datetime,Daily_salt_front,7_day_salt_front
9/29/2020,73.18,72.87857143
9/30/2020,72.76,72.87
10/1/2020,72.15,72.81857143
10/2/2020,72.13,72.76428571
10/3/2020,72.04,72.67
10/4/2020,71.97,72.53142857
10/5/2020,72.11,72.33428571
10/6/2020,72.27,72.20428571
10/7/2020,72.38,72.15
10/8/2020,71.75,72.09285714
10/9/2020,72.25,72.11
10/10/2020,72.48,72.17285714
10/11/2020,72.32,72.22285714
10/12/2020,72.88,72.33285714
10/13/2020,73.08,72.44857143
10/14/2020,72.95,72.53
10/15/2020,72.94,72.7
10/16/2020,72.75,72.77142857
10/17/2020,72.76,72.81142857
10/18/2020,72.67,72.86142857
